Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Product,3561,"FITMINGO 1,020GRS VAINILLA",physical,"BIRDMAN FITMINGO 1,020GRS VAINILLA",,none,0,0,926.10,882.00,0.00,0.00,39,,114,,,,/fitmingo-1-020grs-vainilla/,,,,,,,,FALSE,0.00,1.02,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3562,"CAFEINA ULTRA 200 TABS",physical,"BHP CAFEINA ULTRA 200 TABS",,none,0,0,174.30,166.00,0.00,0.00,57,,114,,,,/cafeina-ultra-200-tabs/,,,,,,,,FALSE,0.00,0.05,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3563,"GLUTAMINA ULTRA 1 KG",physical,"BHP GLUTAMINA ULTRA 1 KG",,none,0,0,464.10,442.00,0.00,0.00,57,,114,,,,/glutamina-ultra-1-kg/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3564,"SPORTS CLA+CARNITINE SHREDDED 50 SERV FRUIT PUNCH",physical,"BPI CLA+CARNITINE SHREDDED 50 SERV FRUIT PUNCH",,none,0,0,352.17,258.00,0.00,0.00,,,114,,,,/sports-cla-carnitine-shredded-50-serv-fruit-punch/,,,,,,,,FALSE,0.00,0.75,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3565,"ALPHA AMINO (30 SERV) FRUIT PUNCH",physical,"CEL ALPHA AMINO (30 SERV) FRUIT PUNCH",,none,0,0,492.77,361.00,0.00,0.00,41,,114,,,,/alpha-amino-30-serv-fruit-punch/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3566,"C4 SMART ENERGY 1 SERV 20 PK YUZU LIME",physical,"CEL C4 SMART ENERGY 1 SERV 20 PK YUZU LIME",,none,0,0,432.71,317.00,0.00,0.00,41,,114,,,,/c4-smart-energy-1-serv-20-pk-yuzu-lime/,,,,,,,,FALSE,0.00,0.01,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3567,"SHE FIT COLAGENO HIDROLIZADO 30 SERV LIMONADA DE FRESA",physical,"BHP SHE FIT COLAGENO HIDROLIZADO 30 SERV LIMONADA DE FRESA",,none,0,0,253.05,241.00,0.00,0.00,57,,114,,,,/she-fit-colageno-hidrolizado-30-serv-limonada-de-fresa/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3568,"C4 ENERGY CRB 16OZ 12PK STRAWBERRY STARBURST",physical,"CEL C4 ENERGY CRB 16OZ 12PK STRAWBERRY STARBURST",,none,0,0,616.98,452.00,0.00,0.00,41,,114,,,,/c4-energy-crb-16oz-12pk-strawberry-starburst/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3569,"CREATINA MONOHIDRATADA 450 GRS",physical,"BIRDMAN CREATINA MONOHIDRATADA 450 GRS",,none,0,0,514.50,490.00,0.00,0.00,39,,112;114,,,,/creatina-monohidratada-450-grs/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3570,"CITRULINA ULTRA 175 GRS",physical,"BHP CITRULINA ULTRA 175 GRS",,none,0,0,181.65,173.00,0.00,0.00,57,,114,,,,/citrulina-ultra-175-grs/,,,,,,,,FALSE,0.00,0.18,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3571,"C4 ULTIMATE CRB 16OZ 12PK FRUIT PUNCH",physical,"CEL C4 ULTIMATE CRB 16OZ 12PK FRUIT PUNCH",,none,0,0,647.01,474.00,0.00,0.00,41,,114,,,,/c4-ultimate-crb-16oz-12pk-fruit-punch/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3572,"C4 ORIGINAL 30 SERV FRUIT PUNCH",physical,"CEL C4 ORIGINAL 30 SERV FRUIT PUNCH",,none,0,0,419.06,307.00,0.00,0.00,41,,114,,,,/c4-original-30-serv-fruit-punch/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3573,"SPORTS 1.M.R. 25 SERV BERRY SPLASH",physical,"BPI 1.M.R. 25 SERV BERRY SPLASH",,none,0,0,254.10,242.00,0.00,0.00,173,,114,,,,/sports-1-m-r-25-serv-berry-splash/,,,,,,,,FALSE,0.00,0.38,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3574,"GLUTAMINA ULTRA 300 GR",physical,"BHP GLUTAMINA ULTRA 300 GR",,none,0,0,181.65,173.00,0.00,0.00,57,,114,,,,/glutamina-ultra-300-gr/,,,,,,,,FALSE,0.00,0.30,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3575,"SPORTS CLA+CARNITINE SHREDDED 50 SERV TROPICAL MANGO",physical,"BPI CLA+CARNITINE SHREDDED 50 SERV TROPICAL MANGO",,none,0,0,352.17,258.00,0.00,0.00,,,114,,,,/sports-cla-carnitine-shredded-50-serv-tropical-mango/,,,,,,,,FALSE,0.00,0.75,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3576,"ISO 100 1.3 LBS 20 SERV FRUITY PEBBLES",physical,"DYM ISO 100 1.3 LBS 20 SERV FRUITY PEBBLES",,none,0,0,808.08,592.00,0.00,0.00,,,114,,,,/iso-100-1-3-lbs-20-serv-fruity-pebbles/,,,,,,,,FALSE,0.00,0.59,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3577,"ALPHA AMINO (30 SERV) WATERMELON",physical,"CEL ALPHA AMINO (30 SERV) WATERMELON",,none,0,0,492.77,361.00,0.00,0.00,41,,114,,,,/alpha-amino-30-serv-watermelon/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3578,"C4 SMART ENERGY CRB 12OZ 12PK BLACK CHERRY",physical,"CEL C4 SMART ENERGY CRB 12OZ 12PK BLACK CHERRY",,none,0,0,573.30,420.00,0.00,0.00,41,,114,,,,/c4-smart-energy-crb-12oz-12pk-black-cherry/,,,,,,,,FALSE,0.00,0.34,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3579,"CLA ULTRA 180 GELCAPS",physical,"BHP CLA ULTRA 180 GELCAPS",,none,0,0,288.75,275.00,0.00,0.00,57,,114,,,,/cla-ultra-180-gelcaps/,,,,,,,,FALSE,0.00,0.18,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3580,"SHE FIT COLAGENO HIDROLIZADO 30 SERV MANGO",physical,"BHP SHE FIT COLAGENO HIDROLIZADO 30 SERV MANGO",,none,0,0,253.05,241.00,0.00,0.00,57,,114,,,,/she-fit-colageno-hidrolizado-30-serv-mango/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3581,"BETA ALANINE POWDER 100 SERV UNFLAVORED",physical,"GA BETA ALANINE POWDER 100 SERV UNFLAVORED",,none,0,0,447.72,328.00,0.00,0.00,,,114,,,,/beta-alanine-powder-100-serv-unflavored/,,,,,,,,FALSE,0.00,1.50,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3582,"SPORTS BEST BCAA 30 SERV (300 grs) ARTIC ICE",physical,"BPI BEST BCAA 30 SERV (300 grs) ARTIC ICE",,none,0,0,256.20,244.00,0.00,0.00,173,,114,,,,/sports-best-bcaa-30-serv-300-grs-artic-ice/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3583,"C4 ORIGINAL 30 SERV GRAPE",physical,"CEL C4 ORIGINAL 30 SERV GRAPE",,none,0,0,419.06,307.00,0.00,0.00,41,,114,,,,/c4-original-30-serv-grape/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3584,"C4 ULTIMATE SHRED 20 SERV ICY BLUE RAZZ",physical,"CEL C4 ULTIMATE SHRED 20 SERV ICY BLUE RAZZ",,none,0,0,660.66,484.00,0.00,0.00,41,,114,,,,/c4-ultimate-shred-20-serv-icy-blue-razz/,,,,,,,,FALSE,0.00,0.30,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3585,"GLUTAMINA ULTRA 500 GMS",physical,"BHP GLUTAMINA ULTRA 500 GMS",,none,0,0,270.90,258.00,0.00,0.00,57,,114,,,,/glutamina-ultra-500-gms/,,,,,,,,FALSE,0.00,0.50,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3586,"SPORTS NITE BURN 30 SERV",physical,"BPI NITE BURN 30 SERV",,none,0,0,350.81,257.00,0.00,0.00,,,114,,,,/sports-nite-burn-30-serv/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3587,"C4 ENERGY CRB 16OZ 12PK ARCTIC SNOW CONE",physical,"CEL C4 ENERGY CRB 16OZ 12PK ARCTIC SNOW CONE",,none,0,0,616.98,452.00,0.00,0.00,41,,114,,,,/c4-energy-crb-16oz-12pk-arctic-snow-cone/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3588,"CLA ULTRA 90 GELCAPS",physical,"BHP CLA ULTRA 90 GELCAPS",,none,0,0,175.35,167.00,0.00,0.00,57,,114,,,,/cla-ultra-90-gelcaps/,,,,,,,,FALSE,0.00,0.09,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3589,"SHE FIT COLAGENO HIDROLIZADO 30 SERV SANDIA",physical,"BHP SHE FIT COLAGENO HIDROLIZADO 30 SERV SANDIA",,none,0,0,253.05,241.00,0.00,0.00,57,,114,,,,/she-fit-colageno-hidrolizado-30-serv-sandia/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3590,"FALCON 1.17 KG CHAI",physical,"BIRDMAN FALCON 1.17 KG CHAI",,none,0,0,871.50,830.00,0.00,0.00,39,,28;114,,,,/falcon-1-17-kg-chai/,,,,,,,,FALSE,0.00,1.17,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3591,"CAFFEINE 200mg 100 TABS",physical,"GA CAFFEINE 200mg 100 TABS",,none,0,0,163.80,120.00,0.00,0.00,,,114,,,,/caffeine-200mg-100-tabs/,,,,,,,,FALSE,0.00,1.80,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3592,"SPORTS BEST BCAA 30 SERV (300 grs) BLUE RASPBERRY",physical,"BPI BEST BCAA 30 SERV (300 grs) BLUE RASPBERRY",,none,0,0,256.20,244.00,0.00,0.00,173,,114,,,,/sports-best-bcaa-30-serv-300-grs-blue-raspberry/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3593,"C4 ENERGY STL 12 OZ 12PK ICY BLUE RAZZ",physical,"CEL C4 ENERGY STL 12 OZ 12PK ICY BLUE RAZZ",,none,0,0,563.75,413.00,0.00,0.00,41,,114,,,,/c4-energy-stl-12-oz-12pk-icy-blue-razz/,,,,,,,,FALSE,0.00,0.34,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3594,"C4 SMART ENERGY CRB 12OZ 12PK ICY BLUE RAZZ",physical,"CEL C4 SMART ENERGY CRB 12OZ 12PK ICY BLUE RAZZ",,none,0,0,573.30,420.00,0.00,0.00,41,,114,,,,/c4-smart-energy-crb-12oz-12pk-icy-blue-razz/,,,,,,,,FALSE,0.00,0.34,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3595,"C4 ORIGINAL 30 SERV GREEN APPLE",physical,"CEL C4 ORIGINAL 30 SERV GREEN APPLE",,none,0,0,419.06,307.00,0.00,0.00,41,,114,,,,/c4-original-30-serv-green-apple/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3596,"C4 ULTIMATE SHRED 20 SERV LEMON ITALIAN",physical,"CEL C4 ULTIMATE SHRED 20 SERV LEMON ITALIAN",,none,0,0,660.66,484.00,0.00,0.00,41,,114,,,,/c4-ultimate-shred-20-serv-lemon-italian/,,,,,,,,FALSE,0.00,0.30,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3597,"HMB 60 CAPS",physical,"BHP HMB 60 CAPS",,none,0,0,139.65,133.00,0.00,0.00,57,,114,,,,/hmb-60-caps/,,,,,,,,FALSE,0.00,0.03,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3598,"ISO 100 1.3 LBS 20 SERV VAINILLA GOURMET",physical,"DYM ISO 100 1.3 LBS 20 SERV VAINILLA GOURMET",,none,0,0,808.08,592.00,0.00,0.00,,,114,,,,/iso-100-1-3-lbs-20-serv-vainilla-gourmet/,,,,,,,,FALSE,0.00,0.59,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3599,"SPORTS SHREDDING GEL 8OZ",physical,"BPI SHREDDING GEL 8OZ",,none,0,0,354.90,260.00,0.00,0.00,,,114,,,,/sports-shredding-gel-8oz/,,,,,,,,FALSE,0.00,0.23,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3600,"L-CARNITINE 1500 16OZ MIXED BERRY",physical,"GA L-CARNITINE 1500 16OZ MIXED BERRY",,none,0,0,432.71,317.00,0.00,0.00,,,114,,,,/l-carnitine-1500-16oz-mixed-berry/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3601,"C4 ENERGY CRB 16OZ 12PK CHERRY LIMEADE",physical,"CEL C4 ENERGY CRB 16OZ 12PK CHERRY LIMEADE",,none,0,0,616.98,452.00,0.00,0.00,41,,114,,,,/c4-energy-crb-16oz-12pk-cherry-limeade/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3602,"CLA+CARNITINA 30 SERV NARANJA MANDARINA",physical,"BHP CLA+CARNITINA 30 SERV NARANJA MANDARINA",,none,0,0,226.80,216.00,0.00,0.00,57,,114,,,,/cla-carnitina-30-serv-naranja-mandarina/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3603,"SHE FIT COLAGENO HIDROLIZADO 30 SERV UVA",physical,"BHP SHE FIT COLAGENO HIDROLIZADO 30 SERV UVA",,none,0,0,253.05,241.00,0.00,0.00,57,,114,,,,/she-fit-colageno-hidrolizado-30-serv-uva/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3604,"FALCON 1.17 KG CHOCOLATE",physical,"BIRDMAN FALCON 1.17 KG CHOCOLATE",,none,0,0,871.50,830.00,0.00,0.00,39,,28;114,,,,/falcon-1-17-kg-chocolate/,,,,,,,,FALSE,0.00,1.17,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3605,"CARBOTEIN 3.85 LBS GRAPE",physical,"GA CARBOTEIN 3.85 LBS GRAPE",,none,0,0,677.04,496.00,0.00,0.00,49,,114,,,,/carbotein-3-85-lbs-grape/,,,,,,,,FALSE,0.00,1.75,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3606,"SPORTS BEST BCAA 30 SERV (300 grs) FRUIT PUNCH",physical,"BPI BEST BCAA 30 SERV (300 grs) FRUIT PUNCH",,none,0,0,256.20,244.00,0.00,0.00,173,,114,,,,/sports-best-bcaa-30-serv-300-grs-fruit-punch/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3607,"C4 SMART ENERGY CRB 12OZ 12PK PEACH MANGO",physical,"CEL C4 SMART ENERGY CRB 12OZ 12PK PEACH MANGO",,none,0,0,573.30,420.00,0.00,0.00,41,,114,,,,/c4-smart-energy-crb-12oz-12pk-peach-mango/,,,,,,,,FALSE,0.00,0.34,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3608,"C4 ENERGY STL 12 OZ 12PK WATERMELON",physical,"CEL C4 ENERGY STL 12 OZ 12PK WATERMELON",,none,0,0,563.75,413.00,0.00,0.00,41,,114,,,,/c4-energy-stl-12-oz-12pk-watermelon/,,,,,,,,FALSE,0.00,0.34,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3609,"C4 ULTIMATE SHRED 20 SERV STRAWBERRY WATERMELON",physical,"CEL C4 ULTIMATE SHRED 20 SERV STRAWBERRY WATERMELON",,none,0,0,660.66,484.00,0.00,0.00,41,,114,,,,/c4-ultimate-shred-20-serv-strawberry-watermelon/,,,,,,,,FALSE,0.00,0.30,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3610,"ISO ULTRA PURE 0 CARB 4.23 LBS FRESAS CON CREMA",physical,"BHP ISO ULTRA PURE 0 CARB 4.23 LBS FRESAS CON CREMA",,none,0,0,872.55,831.00,0.00,0.00,57,,114,,,,/iso-ultra-pure-0-carb-4-23-lbs-fresas-con-crema/,,,,,,,,FALSE,0.00,1.92,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3611,"L-CARNITINE 1500 16OZ WATERMELON",physical,"GA L-CARNITINE 1500 16OZ WATERMELON",,none,0,0,432.71,317.00,0.00,0.00,,,114,,,,/l-carnitine-1500-16oz-watermelon/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3612,"ISO 100 1.4 LBS 20 SERV COCOA PEBBLES",physical,"DYM ISO 100 1.4 LBS 20 SERV COCOA PEBBLES",,none,0,0,808.08,592.00,0.00,0.00,,,114,,,,/iso-100-1-4-lbs-20-serv-cocoa-pebbles/,,,,,,,,FALSE,0.00,0.64,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3613,"C4 ENERGY CRB 16OZ 12PK CHERRY STARBURST",physical,"CEL C4 ENERGY CRB 16OZ 12PK CHERRY STARBURST",,none,0,0,616.98,452.00,0.00,0.00,41,,114,,,,/c4-energy-crb-16oz-12pk-cherry-starburst/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3614," AMINO X 435 GRS BLUE RASPBERRY",physical,"BSN AMINO X 435 GRS BLUE RASPBERRY",,none,0,0,488.67,358.00,0.00,0.00,,,114,,,,/amino-x-435-grs-blue-raspberry/,,,,,,,,FALSE,0.00,0.43,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3615,"CLA+CARNITINA 30 SERV SANDIA",physical,"BHP CLA+CARNITINA 30 SERV SANDIA",,none,0,0,226.80,216.00,0.00,0.00,57,,114,,,,/cla-carnitina-30-serv-sandia/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3616,"SHE FIT WOMAN PROTEIN 3 LBS PASTEL DE CHOCOLATE",physical,"BHP SHE FIT WOMAN PROTEIN 3 LBS PASTEL DE CHOCOLATE",,none,0,0,473.55,451.00,0.00,0.00,57,,28;114,,,,/she-fit-woman-protein-3-lbs-pastel-de-chocolate/,,,,,,,,FALSE,0.00,1.36,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3617,"FALCON 1.17 KG FRESA",physical,"BIRDMAN FALCON 1.17 KG FRESA",,none,0,0,871.50,830.00,0.00,0.00,39,,28;114,,,,/falcon-1-17-kg-fresa/,,,,,,,,FALSE,0.00,1.17,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3618,"SPORTS BEST BCAA 30 SERV (300 grs) GRAPE",physical,"BPI BEST BCAA 30 SERV (300 grs) GRAPE",,none,0,0,256.20,244.00,0.00,0.00,173,,114,,,,/sports-best-bcaa-30-serv-300-grs-grape/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3619,"C4 SMART ENERGY CRB 12OZ 12PK WATERMELON BURST",physical,"CEL C4 SMART ENERGY CRB 12OZ 12PK WATERMELON BURST",,none,0,0,573.30,420.00,0.00,0.00,41,,114,,,,/c4-smart-energy-crb-12oz-12pk-watermelon-burst/,,,,,,,,FALSE,0.00,0.34,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3620,"CLA SOFTGELS 90 CAPS",physical,"GA CLA SOFTGELS 90 CAPS",,none,0,0,251.16,184.00,0.00,0.00,,,114,,,,/cla-softgels-90-caps/,,,,,,,,FALSE,0.00,0.04,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3621,"C4 ORIGINAL (60 SERV) CHERRY LIMEADE",physical,"CEL C4 ORIGINAL (60 SERV) CHERRY LIMEADE",,none,0,0,596.50,437.00,0.00,0.00,41,,114,,,,/c4-original-60-serv-cherry-limeade/,,,,,,,,FALSE,0.00,0.90,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3622,"CREATINE PERFORMANCE 72 SERV UNFLAVORED",physical,"CEL CREATINE PERFORMANCE 72 SERV UNFLAVORED",,none,0,0,500.96,367.00,0.00,0.00,41,,114,,,,/creatine-performance-72-serv-unflavored/,,,,,,,,FALSE,0.00,1.08,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3623,"C4 ORIGINAL 30 SERV ICY BLUE RASPBERRY",physical,"CEL C4 ORIGINAL 30 SERV ICY BLUE RASPBERRY",,none,0,0,419.06,307.00,0.00,0.00,41,,114,,,,/c4-original-30-serv-icy-blue-raspberry/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3624,"L-CARNITINE 500mg 60 CAPS",physical,"GA L-CARNITINE 500mg 60 CAPS",,none,0,0,268.91,197.00,0.00,0.00,,,114,,,,/l-carnitine-500mg-60-caps/,,,,,,,,FALSE,0.00,0.03,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3625,"ISO ULTRA PURE 0 CARB 4.23 LBS PASTEL DE CHOCOLATE",physical,"BHP ISO ULTRA PURE 0 CARB 4.23 LBS PASTEL DE CHOCOLATE",,none,0,0,872.55,831.00,0.00,0.00,57,,114,,,,/iso-ultra-pure-0-carb-4-23-lbs-pastel-de-chocolate/,,,,,,,,FALSE,0.00,1.92,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3626," AMINO X 435 GRS FRUIT PUNCH",physical,"BSN AMINO X 435 GRS FRUIT PUNCH",,none,0,0,488.67,358.00,0.00,0.00,,,114,,,,/amino-x-435-grs-fruit-punch/,,,,,,,,FALSE,0.00,0.43,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3627,"C4 ENERGY CRB 16OZ 12PK FROZEN BOMBSICLE",physical,"CEL C4 ENERGY CRB 16OZ 12PK FROZEN BOMBSICLE",,none,0,0,616.98,452.00,0.00,0.00,41,,114,,,,/c4-energy-crb-16oz-12pk-frozen-bombsicle/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3628,"ISO 100 3 LBS CHOCOLATE GOURMET",physical,"DYM ISO 100 3 LBS CHOCOLATE GOURMET",,none,0,0,1418.24,1039.00,0.00,0.00,,,114,,,,/iso-100-3-lbs-chocolate-gourmet/,,,,,,,,FALSE,0.00,1.36,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3629,"NITRAFLEX ADVANCED FORMULA 30 SERV BLUE RASPBERRY",physical,"GA NITRAFLEX ADVANCED FORMULA 30 SERV BLUE RASPBERRY",,none,0,0,509.14,373.00,0.00,0.00,,,114,,,,/nitraflex-advanced-formula-30-serv-blue-raspberry/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3630,"COFFE MAX CAPUCHINO 300GRS",physical,"BHP COFFE MAX CAPUCHINO 300GRS",,none,0,0,253.05,241.00,0.00,0.00,57,,114,,,,/coffe-max-capuchino-300grs/,,,,,,,,FALSE,0.00,0.30,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3631,"SHE FIT WOMAN PROTEIN 3 LBS VAINILLA",physical,"BHP SHE FIT WOMAN PROTEIN 3 LBS VAINILLA",,none,0,0,473.55,451.00,0.00,0.00,57,,28;114,,,,/she-fit-woman-protein-3-lbs-vainilla/,,,,,,,,FALSE,0.00,1.36,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3632,"FALCON 1.17 KG VAINILLA",physical,"BIRDMAN FALCON 1.17 KG VAINILLA",,none,0,0,871.50,830.00,0.00,0.00,39,,28;114,,,,/falcon-1-17-kg-vainilla/,,,,,,,,FALSE,0.00,1.17,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Product,3633,"SPORTS BEST BCAA 30 SERV (300 grs) LEMONADE",physical,"BPI BEST BCAA 30 SERV (300 grs) LEMONADE",,none,0,0,256.20,244.00,0.00,0.00,173,,114,,,,/sports-best-bcaa-30-serv-300-grs-lemonade/,,,,,,,,FALSE,0.00,0.45,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
